"";"YEAR";"N_UP";"Ca_UP";"Mg_UP";"K_UP";"S_UP";"P_UP";"N_LF";"Ca_LF";"Mg_LF";"K_LF";"S_LF";"P_LF";"N_Minz";"Ca_Minz";"Mg_Minz";"K_Minz";"S_Minz";"P_Minz";"N_SOMZ";"Ca_SOMZ";"Mg_SOMZ";"K_SOMZ";"S_SOMZ";"P_SOMZ";"N_MinSUM";"P_MinSUM";"S_MinSUM"
"1";2005;46,5855331;20,6149712;4,9024796;24,0008469;6,0985904;4,7420201;29,3624172;8,5099993;2,7432957;11,0944881;1,6400275;3,4504182;29,4778957;12,9689007;3,4392321;3,2336314;3,1609852;0,2278494;35,6494827;-0,0052856;-0,0032054;-0,0051564;4,3834929;5,3029861;65,1273784;5,5308355;7,5444781
"2";2006;46,618576;23,1760406;5,0641289;24,2490902;6,4752021;5,1087036;29,3624172;8,5099993;2,7432957;11,0944881;1,6400275;3,4504182;23,3827915;9,447031;2,5980089;4,0659313;2,2198153;0,2172129;24,6852074;-0,0101905;-0,00618;-0,0099414;4,5150609;5,2470284;48,0679989;5,4642413;6,7348762
"3";2007;46,633522;23,0256424;5,0696926;24,3757858;6,5739837;5,0947318;29,3624172;8,5099993;2,7432952;11,0944881;1,6400275;3,4504182;25,0051479;9,5380793;2,6908839;5,3561587;2,1806748;0,2353481;21,9559288;-0,0116277;-0,0070515;-0,0113434;4,5562663;5,1177959;46,9610767;5,353144;6,7369411
"4";2008;46,7455292;22,7974072;5,0891876;24,60219;6,7184362;5,0893888;29,3624096;8,5099993;2,7432952;11,0944862;1,6400273;3,4504182;26,3043442;9,5962896;2,7629828;6,415647;2,1442988;0,2498484;20,6670284;-0,0120976;-0,0073365;-0,0118019;4,5921354;5,0794878;46,9713726;5,3293362;6,7364342
"5";2009;46,6718674;22,5377216;5,0891633;24,7169113;6,7850041;5,0689516;29,3624172;8,5099993;2,7432952;11,0944834;1,6400273;3,4504182;27,3324814;9,6252594;2,8173916;7,2846112;2,1096618;0,2613573;19,791151;-0,0122805;-0,0074474;-0,0119803;4,5857172;5,0470314;47,1236324;5,3083887;6,695379
"6";2010;46,5055885;22,2040501;5,0771523;24,7713985;6,8319826;5,0381665;29,3624172;8,5099983;2,7432954;11,0944834;1,6400273;3,4045944;28,1406364;9,6316423;2,8576217;7,9969268;2,0768275;0,2702216;19,1502399;-0,0123753;-0,0075049;-0,0120728;4,5592608;5,0115666;47,2908763;5,2817882;6,6360883
"7";2011;46,2480812;21,9465313;5,0596557;24,7707825;6,7965159;5,0073829;28,9855003;8,5100021;2,7432959;11,0944881;1,6400278;3,3529251;28,7459621;9,6208048;2,8865361;8,5804777;2,0458186;0,2765251;18,56637;-0,0121067;-0,0075435;-0,0121349;4,4734807;4,9794612;47,3123321;5,2559863;6,5192993
"8";2012;45,9568443;21,4794388;5,0329132;24,7195301;6,7968102;4,9678912;28,554409;8,5099983;2,7375779;11,0367537;1,6400267;3,3113906;29,1417809;9,5970602;2,9060905;9,05443;2,016628;0,2807391;18,0444775;-0,0112176;-0,0075737;-0,0121834;4,3899307;4,9395652;47,1862584;5,2203043;6,4065587
"9";2013;45,8283043;21,3025723;5,0204501;24,6979446;6,7984285;4,949698;28,3551369;8,5100012;2,7112784;10,9286051;1,6400275;3,2932017;29,3767796;9,5638542;2,9162595;9,4286375;1,9892246;0,2834476;17,6912937;-0,0107498;-0,0074316;-0,0122238;4,3096991;4,9220819;47,0680733;5,2055295;6,2989237
"10";2014;45,6997528;19,0370045;5,0089116;24,6848145;6,8000474;4,9315033;28,1921806;8,5099993;2,6911557;10,8425522;1,6400275;3,2782764;29,5097637;9,5239391;2,9171095;9,7167625;1,9635595;0,2851499;17,4241371;-0,0105419;-0,0072808;-0,0122584;4,226263;4,9048023;46,9339008;5,1899522;6,1898225
"11";2015;45,6983566;12,6847935;5,007288;24,7220268;6,8629041;4,921154;28,1735363;8,5099993;2,6865849;10,817771;1,6400275;3,2794995;29,5743561;9,4794922;2,9122446;9,9406281;1,9395717;0,2861494;17,280674;-0,0103866;-0,0072372;-0,0122885;4,1532431;4,8955526;46,8550301;5,181702;6,0928148
"12";2016;45,4608116;12,3761387;4,9439974;24,261898;6,8120327;4,8962336;28,3687782;8,2478304;2,6958983;10,8632145;1,6400275;3,307569;29,6145191;9,4153147;2,9055381;10,1231003;1,9171913;0,2868516;17,0465107;-0,0104112;-0,0072256;-0,0123148;4,100884;4,8715706;46,6610298;5,1584222;6,0180753
"13";2017;41,4712791;12,0493622;4,4297395;22,3295097;4,8007216;4,6793346;16,9913406;4,8005519;1,6104649;6,4930477;0,9771197;1,9834802;29,1936741;9,1811199;2,8550332;10,1017036;1,8697248;0,2837658;16,340147;-0,0104187;-0,0073682;-0,0123342;3,1437185;4,6553459;45,5338211;4,9391117;5,0134433
"14";2018;29,6216621;11,5151901;3,366209;17,5729198;4,4817653;3,1868308;17,0697384;4,7075982;1,6142048;6,5112958;0,9771197;1,9947518;27,2828598;8,5059338;2,663563;9,4885702;1,7382112;0,2673858;8,7747831;-0,0103377;-0,0075266;-0,0122946;2,9783862;3,1844208;36,0576429;3,4518066;4,7165974
"15";2019;28,2802467;10,9617147;3,2575829;17,1089573;4,1827426;3,0525789;17,1329479;4,6342649;1,6172202;6,5260086;0,9771197;2,0038397;25,7026882;7,9268656;2,5042405;8,9846849;1,6278272;0,2536006;6,7013755;-0,0101962;-0,0075708;-0,0122314;2,8180952;3,0467327;32,4040637;3,3003333;4,4459224
"16";2020;27,0741005;10,4535799;3,1541479;16,6584206;3,8940306;2,9326859;17,1860371;4,5702252;1,6197529;6,5383649;0,97712;2,0114715;24,3942623;7,4300742;2,3714728;8,5704384;1,5350118;0,2420303;6,1337996;-0,0096764;-0,0075562;-0,0121702;2,6546476;2,92998;30,5280619;3,1720103;4,1896594
"17";2021;26,3247757;9,9286718;3,0943513;16,4106655;3,7658978;2,8526793;17,2305622;4,5099969;1,6218768;6,5487304;0,9771203;2,0178721;23,3093662;7,0028882;2,2606628;8,2297659;1,4568179;0,2322936;6,1462226;-0,0093147;-0,0075296;-0,0121167;2,5709054;2,856576;29,4555888;3,0888696;4,0277233
"18";2022;26,3372898;9,5483379;3,0891194;16,4161053;3,6693053;2,8632941;17,2689247;4,4477253;1,6237062;6,5576577;0,9771197;2,0233877;22,4085598;6,633779;2,1680229;7,9495134;1,3908072;0,2240778;6,7243509;-0,009171;-0,0075033;-0,0120714;2,5201721;2,8646438;29,1329107;3,0887216;3,9109793
"19";2023;25,4925404;9,2229767;3,0239716;16,1277523;3,5271537;2,7739005;17,3011513;4,3920693;1,6252438;6,5651588;0,97712;2,0280201;21,6594791;6,3131943;2,0904379;7,7188945;1,3349591;0,2171258;6,8046312;-0,0091061;-0,0074801;-0,0120333;2,4571865;2,7756948;28,4641103;2,9928206;3,7921456
"20";2024;25,1137676;8,9177818;2,9882977;15,9877234;3,3596206;2,7445199;17,3286343;4,3441949;1,6265546;6,571558;0,9771202;2,0319715;21,03545;6,0344501;2,0253313;7,5290241;1,2875993;0,211225;6,8752952;-0,0090515;-0,0074604;-0,0118536;2,3968117;2,7471712;27,9107452;2,9583962;3,684411
"21";2025;24,1252079;8,145895;2,7700734;14,2422352;3,187887;2,6349285;12,0431585;2,9893634;1,1297427;4,5649509;0,678242;1,4125882;20,4765587;5,7953982;2,0006886;7,4394546;1,3384945;0,2390179;6,6932273;-0,0087817;-0,0074617;-0,0116589;2,3342466;2,6385975;27,169786;2,8776154;3,6727411
"22";2026;0;0;0;0;0;0;0;0;0;0;0;0;17,783638;5,0795569;1,8334943;6,6854467;1,4238942;0,3026956;-3,0999606;-0,0108521;-0,0076252;-0,0120529;1,8563;0,0657425;14,6836774;0,3684381;3,2801942
"23";2027;0;0;0;0;0;0;0;0;0;0;0;0;14,7864199;4,2677708;1,5344126;5,5640225;1,204196;0,260352;-6,9351382;-0,0121298;-0,0076497;-0,0122457;1,8491453;0,0450283;7,8512817;0,3053803;3,0533413
"24";2028;0;0,3618152;0,0280072;0,1427353;0,2830563;0;0;0;0;0;0;0;12,3052273;3,5907581;1,2855848;4,6333976;1,0197936;0,2242934;-7,731801;-0,0123979;-0,0076012;-0,0122107;1,8430046;0,0410775;4,5734263;0,2653709;2,8627982
"25";2029;0,6657354;0,367241;0,0594929;0,3027695;0,2830563;0,0438638;0;0;0;0;0;0;10,250267;3,0256412;1,0784216;3,8607938;0,8648602;0,1935507;-7,4822769;-0,012386;-0,0075346;-0,0121159;1,8370647;0,0518223;2,7679901;0,245373;2,7019249
"26";2030;0,67246;0,3715718;0,062038;0,326988;0,2830563;0,0478514;0;0;0;0;0;0;8,5474396;2,5534785;0,9058136;3,2190971;0,7345487;0,1673033;-6,9370084;-0,0123001;-0,0074658;-0,0120086;1,8311677;0,0591147;1,6104312;0,226418;2,5657164
"27";2031;0,67246;0,3752599;0,0642479;0,3480172;0,2830563;0,0478514;0;0;0;0;0;0;7,1356125;2,1585777;0,7618808;2,6858826;0,6248254;0,144861;-6,4152498;-0,0121982;-0,0073993;-0,0119026;1,8252853;0,0626224;0,7203627;0,2074834;2,4501107
"28";2032;0,67246;0,379608;0,0668529;0,3728055;0,2830563;0,0478514;0;0;0;0;0;0;5,9643402;1,8279378;0,6417539;2,2425954;0,5323309;0,1256438;-5,9357028;-0,0120967;-0,0073365;-0,0118018;1,8193502;0,0650225;0,0286374;0,1906663;2,3516811
"29";2033;3,3623002;1,8242097;0,2951897;1,4922013;1,0176618;0,2392569;0;0;0;0;0;0;4,9919848;1,5507815;0,5414021;1,8738811;0,454266;0,1091635;-4,8282013;-0,0120001;-0,0072776;-0,0117071;1,8134582;0,2311233;0,1637835;0,3402868;2,2677242
"30";2034;5,4896584;3,6874328;0,5179387;2,5549812;1,8170031;0,4294595;0;0;0;0;0;0;4,1841674;1,3181708;0,4574865;1,5670301;0,3882973;0,0950083;-3,122936;-0,0114758;-0,0072227;-0,0116187;1,8818483;0,4273353;1,0612314;0,5223436;2,2701456
"31";2035;7,8397994;3,7698393;0,8115585;3,9241633;1,9656967;0,6857154;0;0;0;0;0;0;3,5125077;1,1226909;0,3872403;1,3115178;0,3324782;0,0828313;-1,0715681;-0,0100989;-0,0071716;-0,0115367;1,9650643;0,6866128;2,4409396;0,7694441;2,2975425
"32";2036;9,7398653;2,985765;1,0793371;5,1883135;0,9593651;0,9178364;0;0;0;0;0;0;2,9535694;0,9581869;0,32837;1,0986276;0,2851834;0,0723395;1,2050134;-0,0082221;-0,0071243;-0,0114605;1,795935;0,9224993;4,1585828;0,9948388;2,0811184
"33";2037;11,514596;2,9050567;1,3454081;6,456059;0,8223686;1,1468564;0;0;0;0;0;0;2,4879911;0,8195464;0,2789737;0,9211388;0,245055;0,063285;3,5676193;-0,007184;-0,0070804;-0,0113899;1,7898467;1,1560041;6,0556104;1,2192891;2,0349017
"34";2038;12,8931456;2,8345089;1,167935;7,5778689;0,7559032;1,3335472;0;0;0;0;0;0;2,0997748;0,7025216;0,2374736;0,7730671;0,2109579;0,0554585;5,7004704;-0,0066515;-0,0070398;-0,0113245;1,7839835;1,3463823;7,8002452;1,4018408;1,9949414
"35";2039;18,7070618;2,865525;0,9031315;4,9726634;0,5974693;2,9237173;7,6060777;1,7758589;0,7106267;2,8739295;0,4248349;0,8938009;2,4037149;0,7502254;0,2612344;0,8867429;0,2170197;0,0540104;11,7129812;-0,0062325;-0,0070073;-0,0112723;1,7781153;2,9390264;14,1166961;2,9930368;1,995135
"36";2040;9,8176622;2,9834514;1,0812169;5,6146727;0,6354482;1,1461967;7,6060753;1,7735533;0,7106265;2,8739278;0,4248347;0,8938006;3,3624349;0,9533245;0,3466975;1,2480592;0,260968;0,0589372;4,7232089;-0,0059568;-0,0069983;-0,0112579;1,7720606;1,1987801;8,0856438;1,2577173;2,0330286
"37";2041;11,2464209;3,1682811;1,2124163;6,3057537;0,7101051;1,3301532;7,6060758;1,7713872;0,7106266;2,8739288;0,4248348;0,8938007;4,1486759;1,1181655;0,4165134;1,5444402;0,2964344;0,0628799;3,5314195;-0,0058816;-0,0069981;-0,0112575;1,7660538;1,3599147;7,6800954;1,4227946;2,0624882
"38";2042;12,003726;3,3612561;1,2996231;6,6907678;0,744987;1,3898978;9,5075951;2,2120464;0,8882833;3,5924108;0,5310435;1,1172512;4,95014;1,2882788;0,4881662;1,8468008;0,3337618;0,0673175;3,4522076;-0,0058621;-0,0069996;-0,0112599;1,7601091;1,4173495;8,4023476;1,484667;2,0938709
"39";2043;12,4339895;3,560462;1,3903685;7,0251999;0,781298;1,4546115;11,4091167;2,6523395;1,0659399;4,3108931;0,6372524;1,3407015;5,9424825;1,5043459;0,5780199;2,2214975;0,3826372;0,073783;3,3074083;-0,005881;-0,0070059;-0,01127;1,7540497;1,4813194;9,2498908;1,5551024;2,1366869
"40";2044;12,6888313;3,8209949;1,4867712;7,2481971;0,8124475;1,4832798;15,2121553;3,5341334;1,4212533;5,747858;0,8496698;1,7876018;7,2493281;1,7948534;0,6975827;2,7152233;0,4498571;0,0833029;3,1328208;-0,005975;-0,0070199;-0,0112925;1,7481288;1,5141076;10,3821489;1,5974105;2,1979859
"41";2045;13,8591146;4,1290302;1,6121635;7,5959125;0,8800192;1,6199702;17,4939804;4,0619764;1,6344414;6,6100349;0,9771202;2,0557423;8,8679476;2,1589396;0,8465622;3,3269255;0,5351743;0,0959134;3,0986247;-0,0061126;-0,0070454;-0,0113335;1,7420598;1,6477343;11,9665723;1,7436477;2,2772341
"42";2046;15,9228554;4,4438825;1,7555412;8,1787043;0,9947291;1,8619912;17,4939804;4,0600905;1,6344411;6,6100354;0,9771199;2,055742;10,4127665;2,5068862;0,988902;3,9108953;0,6169693;0,1082586;3,6424234;-0,0062226;-0,0070777;-0,0113855;1,7358903;1,8828268;14,0551899;1,9910854;2,3528596
"43";2047;17,7833424;4,7405057;1,8840743;8,7763863;1,103979;2,0799978;16,0334435;3,7198584;1,497985;6,0581789;0,8955421;1,8841125;11,6833115;2,7920954;1,1058425;4,3913651;0,6839721;0,1184848;4,5623803;-0,0063343;-0,0071083;-0,0114348;1,7298834;2,099642;16,2456918;2,2181268;2,4138555
