"","Ca_Ex","Mg_Ex","K_Ex","N_Ex","SO4_Ex","P_Ex","Site","Harvest"
"1",-14.302229975,-16.6799125610118,-7.49973665386906,2.20544232172619,-15.8108445940476,6.84189083690476,"LNS","40BO"
"2",-5.98436544285715,6.542209275,-3.52426156160715,520.62207276756,-28.1297371946429,10.6015893690476,"LNS","40WTH"
"3",-18.6225714075462,-22.6476080123797,-21.135306732891,166.636874572814,-41.6551217464611,3.82731685141166,"LNS","80BO"
"4",-19.0071394147281,-24.583590703051,-15.835291713993,191.334007840157,-40.8939806313232,3.8845572742714,"LNS","80WTH"
"5",533.744907741369,162.064709868452,8.34780854702382,1436.48503232024,17.0744672232143,0.107412742261905,"HNS","40BO"
"6",257.210763795833,128.135611347619,-2.94951478988095,1553.69859922143,-38.4807050232143,5.34633035684524,"HNS","40WTH"
"7",280.409006308411,109.840494114481,-7.24325069137393,1336.37385311178,-54.0684564502342,2.5236618384205,"HNS","80BO"
"8",141.277729353253,34.9400980032722,-6.8408994422001,557.787467662776,-53.7921680455178,2.49480058990372,"HNS","80WTH"
"9",4.75725800654762,-15.8700505705356,3.60949854285714,34.2010925532738,-5.53317264672625,4.19327229791667,"LNB","40BO"
"10",45.4017299991071,-0.682458447023748,-13.5011073416667,594.020335419643,-27.7191262407738,1.32507197083333,"LNB","40WTH"
"11",7.30902476129981,-45.2113292461618,-11.830404863453,228.071208996012,-41.7175687396956,-1.29342521301067,"LNB","80BO"
"12",-22.6135977508587,-61.8118031197893,-12.6698219042675,270.870625634212,-45.1585902121325,-3.02989136750585,"LNB","80WTH"
"13",579.868725703274,171.631714303274,7.69031968184524,2000.32837802083,-21.7559355351191,-0.0540604574404762,"HNB","40BO"
"14",293.176491971726,98.9001379181548,9.64653971815476,895.88491131875,-35.6388002639881,0.0321121940476192,"HNB","40WTH"
"15",299.331609497398,84.7057145003643,35.503745404892,814.064765900416,-49.9311616007806,-0.129477982604736,"HNB","80BO"
"16",119.065251730334,-0.172919208164174,6.4862332753708,367.229138298771,-50.4078935191062,-0.169419535323966,"HNB","80WTH"
