"";"Year";"N_PP";"Ca_PP";"Mg_PP";"K_PP";"S_PP";"P_PP";"N_PU";"Ca_PU";"Mg_PU";"K_PU";"S_PU";"P_PU";"N_AU";"Ca_AU";"Mg_AU";"K_AU";"S_AU";"P_AU";"N_Diff";"Ca_Diff";"Mg_Diff";"K_Diff";"S_Diff";"P_Diff"
"1";2005;1406043,921875;383369,3808595;105631,3032229;295893,0507814;50699,8962402;74432,208496;229216,9536132;42047,0376435;15151,3312835;40770,0816346;7263,2981035;12012,1409914;229216,9653319;43692,3060608;16000,0076904;52285,5151368;7263,2972183;12012,1409914;-0,0117186999996193;-1645,2684173;-848,6764069;-11515,4335022;0,000885200000084296;0
"2";2006;1099930,1054689;352704,2832031;94094,5683593;258746,2871092;42839,6274415;60376,2312013;228534,5960691;45774,5890045;15079,2788085;40542,8039552;7249,5726319;12957,2460936;228534,5989988;47744,0652771;16095,1898956;54327,40625;7249,5715793;12957,2460936;-0,0029297000146471;-1969,4762726;-1015,9110871;-13784,6022948;0,00105260000054841;0
"3";2007;805591,9550781;328990,4492189;82955,0541991;223004,2939453;35282,1571045;46814,2541504;228048,5089112;45807,2726898;15054,438263;40418,0386353;7245,2505645;12896,5283208;228048,5186768;47955,4141844;16162,5105818;55453,1250001;7245,2500915;12896,5283208;-0,00976559999980964;-2148,1414946;-1108,0723188;-15035,0863648;0,000473000000056345;0
"4";2008;220773,3537596;305364,6347655;71567,4733887;186687,3935547;27591,9432984;32980,4842528;228548,1499025;46144,7640991;15104,0927734;40567,6757813;7281,9244081;12938,8579104;183933,4139404;48479,6966096;16308,5204164;56910,159912;7281,9232637;12938,8564452;44614,7359621;-2334,9325105;-1204,427643;-16342,4841307;0,00114440000015748;0,00146519999907468
"5";2009;35459,7587891;351088,2148437;82788,8198242;216152,1083984;32196,9849852;41625,0234375;228046,3148193;46108,5819703;15070,3571475;40451,2260742;7275,3797607;12891,1918944;172584,072632;48504,8661347;16306,4281081;57223,1003416;7275,3791045;12891,1918944;55462,2421873;-2396,2841644;-1236,0709606;-16771,8742674;0,000656199999866658;0
"6";2010;5954,5419922;406035,4550781;103868,6118163;273001,3613281;40810,4082029;58294,3063966;227033,3873292;40891,4847565;14995,4939269;40202,5339356;7249,7117613;12797,375976;171994,3804931;43387,0346223;16282,7706984;57669,1840821;7249,7105407;12797,375976;55039,0068361;-2495,5498658;-1287,2767715;-17466,6501465;0,00122060000012425;0
"7";2011;5279,3183593;426185,3417969;127497,7861328;336525,9101563;50115,3161622;76518,0905762;225788,0748292;36414,4664307;14893,9134823;39889,4604492;7205,9119112;12690,4628904;171297,2607423;39051,3781892;16254,1059037;58345,4974364;7205,9114535;12690,4628904;54490,8140869;-2636,9117585;-1360,1924214;-18456,0369872;0,000457699999969918;0
"8";2012;3930,2060547;429616,7890625;142639,7861326;397910,8828124;58890,2670898;93798,6655273;224658,154541;35873,8048247;13828,6772156;39623,9719848;7172,7586365;12603,5405268;170655,3111573;38671,8225404;15271,9736479;59207,6228027;7172,7576752;12603,5405268;54002,8433837;-2798,0177157;-1443,2964323;-19583,6508179;0,000961300001108611;0
"9";2013;3767,1679688;431273,0585938;146594,4140626;433224,5390625;67817,8764649;111262,8432617;224025,1734621;35487,6570131;12849,870178;36142,5557251;7153,345123;12548,9340816;170245,369751;38442,2594908;14373,9383696;56822,1553954;7153,3443756;12548,9340816;53779,8037111;-2954,6024777;-1524,0681916;-20679,5996703;0,000747400000363996;0
"10";2014;2805,72583;433115,2441405;147021,640625;441632,2578126;76984,5795899;129092,2597656;223392,1428224;35300,7400207;12783,8805847;34159,0155027;7133,9315643;12494,3261724;169834,8287353;38405,7725524;14385,5456696;55891,5141603;7133,9305266;12494,3261724;53557,3140871;-3105,0325317;-1601,6650849;-21732,4986576;0,0010377000007793;0
