"";"YEAR";"Ca";"Mg";"K";"Na";"Al";"Si";"P"
"454";2458;2,0175038;3,0931149;5,2797216;0,505952;16,3877033;26,1989334;0,404027
"455";2459;2,0229501;3,0961664;5,2903403;0,5071455;16,4228376;26,2486608;0,4052762
"456";2460;2,0091405;3,0838288;5,2641269;0,5022938;16,3284369;26,1088613;0,4060088
"457";2461;2,0289515;3,1156547;5,3285878;0,5107094;16,5231718;26,4077245;0,402057
"458";2462;2,0280655;3,1023147;5,3031471;0,5093249;16,4660132;26,3132151;0,4040798
"459";2463;2,0064699;3,0727321;5,2416364;0,5012747;16,2764904;26,024995;0,4059784
"460";2464;2,0233556;3,1060191;5,308884;0,5087544;16,4679343;26,3217491;0,4020912
"461";2465;2,0261753;3,100254;5,3004969;0,5088236;16,4568705;26,2982345;0,4036326
"462";2466;2,0106604;3,0857803;5,2699503;0,5032768;16,3481103;26,1366941;0,4046584
"463";2467;2,0290599;3,1156425;5,3301681;0,5110753;16,5294798;26,4154066;0,401049
"464";2468;2,0284988;3,100564;5,3008771;0,509797;16,4657799;26,3096364;0,4029651
"465";2469;2,0079777;3,0736746;5,2445505;0,5020907;16,289049;26,0422645;0,4050571
"466";2470;2,0255551;3,1091114;5,3162443;0,5097139;16,4904075;26,3552044;0,401512
"467";2471;2,0315234;3,1075107;5,3164909;0,5109668;16,5063313;26,372752;0,402778
"468";2472;2,0156265;3,0936214;5,2869652;0,50523;16,3978928;26,2126184;0,4040275
"469";2473;2,033018;3,1225557;5,3452824;0,5126003;16,5720177;26,4806711;0,4006565
"470";2474;2,0316199;3,1044201;5,3091091;0,5109299;16,4916939;26,3487409;0,4027518
"471";2475;2,0099681;3,0761952;5,2498635;0,5027678;16,3054114;26,0671109;0,4050329
"472";2476;2,0261213;3,1096965;5,3174014;0,5098255;16,4938545;26,3605389;0,4017067
"473";2477;2,0314352;3,106716;5,314783;0,5107922;16,5018045;26,3656949;0,4031121
"474";2478;2,0143253;3,0909176;5,2809739;0,5045224;16,3805911;26,1862301;0,4046567
"475";2479;2,0306621;3,1175938;5,334463;0,5114452;16,5415448;26,433878;0,4014733
"476";2480;2,0286811;3,0991054;5,297598;0,5095429;16,4579104;26,2971956;0,4036756
"477";2481;2,0061814;3,0688736;5,2338999;0,5009992;16,2597064;25,99711;0,4061647
"478";2482;2,0220129;3,1010742;5,2986145;0,5078938;16,4413816;26,2798229;0,4029305
"479";2483;2,0263192;3,0977135;5,2950772;0,5085077;16,4444082;26,2781484;0,4044139
"480";2484;2,0091362;3,0810089;5,2593374;0,5021972;16,3191664;26,0920555;0,4059475
"481";2485;2,0092454;3,082047;5,258837;0,5023483;16,3179498;26,0922936;0,4058475
"482";2486;2,0063239;3,0672466;5,2303108;0,5001354;16,2473626;25,9788705;0,4083669
"483";2487;2,0021979;3,0608898;5,2154203;0,4990328;16,2068786;25,9169733;0,4077063
"484";2488;2,0064448;3,0760346;5,2455358;0,5010895;16,2813359;26,0360652;0,4066102
"485";2489;2,0192233;3,0824498;5,2610099;0,5053551;16,3515253;26,1352065;0,4060196
"486";2490;1,9968496;3,0517478;5,1965221;0,4968721;16,1523429;25,8329555;0,4084327
"487";2491;2,0123037;3,0814085;5,2555315;0,5035929;16,3216865;26,0957396;0,4051779
"488";2492;2,0149876;3,0781738;5,2524747;0,5035626;16,3199987;26,0883368;0,4070246
"489";2493;1,9985825;3,0611949;5,2160742;0,4975597;16,1962398;25,9036363;0,4083689
"490";2494;2,0147502;3,0855111;5,2642061;0,5043691;16,3459495;26,133035;0,4052087
"491";2495;2,0110901;3,0682061;5,2303906;0,5018018;16,2624155;25,9986192;0,4078576
"492";2496;1,9897328;3,038676;5,1681616;0,4937416;16,0710642;25,7082924;0,4100639
"493";2497;2,0057699;3,0681663;5,2267477;0,5006993;16,2416382;25,972363;0,4066624
"494";2498;2,0079157;3,0656857;5,225275;0,5004951;16,2413683;25,9680784;0,4085753
"495";2499;2,0052171;3,0746702;5,2438638;0,5001395;16,2715174;26,0217505;0,4079864
"496";2500;2,0247068;3,1055238;5,306177;0,5084198;16,4610053;26,3123537;0,4040675
