YEAR;Month;Dry weight g/m²;N µmol/g;Ca µmol/g;Mg µmol/g;K µmol/g;S µmol/g;P µmol/g;N µmol/m²;Ca µmol/m²;Mg µmol/m²;K µmol/m²;S µmol/m²;P µmol/m²
        2007;           1;     34.1181068;    487.4512634;     83.4011078;     39.4552574;    116.3061066;     24.1339569;     18.2704182;   1663.0914307;    284.5487976;    134.6138611;    396.8144226;     82.3404922;     62.3352089
        2007;           2;     40.7349472;    488.6662292;     83.6135635;     39.5557671;    116.5876312;     24.1949348;     18.3157997;   1990.5793457;    340.5994263;    161.1302185;    474.9191284;     98.5579453;     74.6093140
        2007;           3;     41.3552818;    489.5362244;     83.7660141;     39.6278915;    116.7896423;     24.2383690;     18.3481426;   2024.4908447;    346.4167175;    163.8822632;    482.9868469;    100.2384567;     75.8792572
        2007;           4;     27.2944851;    490.5644226;     83.9467087;     39.7133751;    117.0290833;     24.2887592;     18.3860741;   1338.9703369;    229.1282196;    108.3956146;    319.4248657;     66.2949219;     50.1838417
        2007;           5;     53.4172363;    456.4262390;     77.7896881;     36.7595482;    108.4894562;     22.7082520;     17.1074028;   2438.1027832;    415.5310059;    196.3593445;    579.5206909;    121.3012009;     91.3830109
        2007;           6;     50.5223694;    439.7966919;     75.3795090;     35.5148087;    104.6932907;     22.0949383;     16.4563084;   2221.9570312;    380.8351440;    179.4292297;    528.9353027;    111.6288681;     83.1411743
        2007;           7;     37.7022324;    439.5797119;     75.3983154;     35.5351868;    104.7622681;     22.0748062;     16.3964214;   1657.3135986;    284.2684631;    133.9755859;    394.9771423;     83.2269440;     61.8181686
        2007;           8;     54.7957420;    439.3264771;     75.4183273;     35.5543404;    104.8271027;     22.0858192;     16.3271637;   2407.3220215;    413.2603149;    194.8226471;    574.4078979;    121.0208817;     89.4659042
        2007;           9;    111.4524841;    439.3481750;     75.4503708;     35.5685501;    104.8751984;     22.0935593;     16.2836514;   4896.6445312;    840.9131470;    396.4203186;   1168.8601074;    246.2382050;    181.4853363
        2007;          10;    334.9777527;    439.5300903;     75.4967422;     35.5891151;    104.9447937;     22.0979080;     16.2304478;  14723.2802734;   2528.9729004;   1192.1562500;   3515.4172363;    740.2307739;    543.6838989
        2007;          11;    129.0284576;    440.0991211;     74.9291534;     35.6306763;    104.5005951;     21.9141331;     16.2603149;   5678.5312500;    966.7993774;    459.7371521;   1348.3551025;    282.7546997;    209.8043518
        2007;          12;     48.3856773;    443.5486450;     75.7616959;     36.0008545;    105.5973206;     22.1456928;     16.3590717;   2146.1401367;    366.5780945;    174.1925659;    510.9397888;    107.1534348;     79.1544800
        2008;           1;     34.9909019;    446.0690308;     76.2140884;     36.2158279;    106.1932755;     22.2759838;     16.4512520;   1560.8358154;    266.6799622;    126.7224503;    371.5798340;     77.9456787;     57.5644150
        2008;           2;     41.7770157;    447.0775757;     76.3906021;     36.2997055;    106.4258041;     22.3270817;     16.4883041;   1867.7565918;    319.1371460;    151.6493378;    444.6152344;     93.2758789;     68.8832092
        2008;           3;     42.4132118;    447.7956238;     76.5165405;     36.3595505;    106.5917053;     22.3632278;     16.5145378;   1899.2449951;    324.5312195;    154.2125244;    452.0896606;     94.8496323;     70.0434570
        2008;           4;     27.9927235;    448.6429749;     76.6656570;     36.4304085;    106.7881393;     22.4049721;     16.5452080;   1255.8739014;    214.6080475;    101.9786301;    298.9290771;     62.7176170;     46.3145409
        2008;           5;     54.7837372;    418.3263245;     71.1567993;     33.7698479;     99.1356430;     21.0062599;     15.4295883;   2291.7478027;    389.8235168;    185.0038452;    543.1021118;    115.0801392;     84.5290451
        2008;           6;     51.8148079;    406.8187561;     69.5350037;     32.9192543;     96.5405045;     20.6254196;     14.9797115;   2107.9235840;    360.2942810;    170.5704803;    500.2227783;    106.8702164;     77.6170883
        2008;           7;     38.6667137;    406.7404175;     69.5997543;     32.9556160;     96.6596832;     20.6166840;     14.9476061;   1572.7315674;    269.1193848;    127.4285355;    373.7512207;     79.7179413;     57.7974815
        2008;           8;     56.1975060;    406.2892456;     69.6630554;     32.9897957;     96.7716980;     20.6361904;     14.8867445;   2283.2441406;    391.4889832;    185.3944244;    543.8328247;    115.9702377;     83.6597900
        2008;           9;    114.3036194;    405.6475830;     69.7201157;     33.0151520;     96.8548126;     20.6506615;     14.8519621;   4636.6987305;    796.9261475;    377.3751221;   1107.0855713;    236.0445251;    169.7633057
        2008;          10;    343.5470276;    404.4842224;     69.8026886;     33.0518456;     96.9750748;     20.6716042;     14.8114271;  13895.9345703;   2398.0505371;   1135.4863281;   3331.5498047;    710.1668091;    508.8421631
        2008;          11;    132.3292236;    405.5035095;     69.4709930;     33.1260109;     96.9885178;     20.5109406;     14.8595266;   5365.9965820;    919.3042603;    438.3539429;   1283.4415283;    271.4196777;    196.6349640
        2008;          12;     49.6234589;    408.1477661;     70.0828476;     33.3713264;     97.7916946;     20.6821365;     14.9348783;   2025.3704834;    347.7753296;    165.6000671;    485.2762451;    102.6319199;     74.1120377
        2009;           1;     35.7843361;    410.2727356;     70.4672470;     33.5543671;     98.2962875;     20.7937260;     15.0119553;   1468.1337891;    252.1623688;    120.0720825;    351.7467651;     74.4089737;     53.7192879
        2009;           2;     42.7243271;    411.1266785;     70.6177673;     33.6260414;     98.4938736;     20.8376598;     15.0430727;   1756.5111084;    301.7096558;    143.6650085;    420.8084717;     89.0275040;     64.2705154
        2009;           3;     43.3749542;    411.7328491;     70.7248459;     33.6770287;     98.6344452;     20.8686123;     15.0650196;   1785.8892822;    306.7686768;    146.0739594;    427.8264465;     90.5175095;     65.3444519
        2009;           4;     28.6274700;    412.4472351;     70.8515244;     33.7373505;     98.8007431;     20.9042091;     15.0906048;   1180.7320557;    202.8299866;     96.5814972;    282.8415222;     59.8434601;     43.2005844
        2009;           5;     56.0259819;    385.1719666;     65.8240585;     31.2988663;     91.7913208;     19.6405792;     14.0959635;   2157.9638672;    368.7857361;    175.3549652;    514.2698975;    110.0382767;     78.9740219
        2009;           6;     52.9897346;    374.6813965;     64.7034149;     30.7027264;     89.9521255;     19.4067326;     13.7737885;   1985.4267578;    342.8616943;    162.6929321;    476.6539307;    102.8357620;     72.9869385
        2009;           7;     39.5434990;    373.8413391;     64.8059769;     30.7527370;     90.1118851;     19.4068813;     13.7491846;   1478.2994385;    256.2655029;    121.6070862;    356.3339233;     76.7416000;     54.3690872
        2009;           8;     57.4718094;    372.3380127;     64.9048767;     30.7997456;     90.2620392;     19.4334316;     13.6938019;   2139.8940430;    373.0200806;    177.0117035;    518.7522583;    111.6874466;     78.7007599
        2009;           9;    116.8955078;    371.3621826;     64.9826202;     30.8346214;     90.3734436;     19.4531326;     13.6597300;   4341.0571289;    759.6176147;    360.4428711;   1056.4249268;    227.3983765;    159.6761017
        2009;          10;    351.3371277;    370.2683716;     65.0951157;     30.8850899;     90.5346527;     19.4816399;     13.6239376;  13008.9023438;   2287.0332031;   1085.1079102;   3180.8186035;    684.4623413;    478.6595154
        2009;          11;    135.3298492;    371.7273254;     64.9564972;     30.9870911;     90.8494797;     19.3561993;     13.6872950;   5030.5800781;    879.0552979;    419.3478394;   1229.4645996;    261.9471436;    185.2299500
        2009;          12;     50.7486954;    373.7979431;     65.4231186;     31.1563492;     91.4604797;     19.4875011;     13.7467442;   1896.9758301;    332.0137939;    158.1144104;    464.1500244;     98.8965302;     69.7629318
        2010;           1;     36.4191132;    375.6025696;     65.7566223;     31.3151722;     91.8971786;     19.5850735;     13.8125143;   1367.9113770;    239.4797974;    114.0470886;    334.6813965;     71.3271027;     50.3039551
        2010;           2;     43.4822159;    376.3296509;     65.8875732;     31.3775349;     92.0686493;     19.6235962;     13.8391352;   1636.3647461;    286.4937744;    136.4364777;    400.3348999;     85.3277512;     60.1756287
        2010;           3;     44.1443787;    376.8431702;     65.9802780;     31.4216824;     92.1900406;     19.6505680;     13.8577976;   1663.5507812;    291.2658386;    138.7090607;    406.9671936;     86.7462082;     61.1743851
        2010;           4;     29.1352921;    377.4475098;     66.0898590;     31.4738674;     92.3335342;     19.6814461;     13.8794851;   1099.7043457;    192.5547333;     91.7000275;    269.0164490;     57.3424683;     40.4382858
        2010;           5;     57.0198250;    353.2810364;     61.4899940;     29.2377300;     85.8864212;     18.5408421;     12.9932661;   2014.4023438;    350.6148682;    166.7130280;    489.7228699;    105.7195587;     74.0873795
        2010;           6;     53.9297180;    345.7605896;     60.7784004;     28.8594570;     84.6906052;     18.4315262;     12.7801981;   1864.6771240;    327.7762146;    155.6382446;    456.7340698;     99.4007034;     68.9232483
        2010;           7;     40.2449608;    345.5636292;     60.9133873;     28.9208183;     84.8827591;     18.4394779;     12.7621069;   1390.7194824;    245.1456909;    116.3917236;    341.6103210;     74.2096100;     51.3610497
        2010;           8;     58.4913025;    344.7367859;     61.0408173;     28.9784985;     85.0633850;     18.4716663;     12.7570515;   2016.4102783;    357.0356750;    169.4990082;    497.5468140;    108.0431824;     74.6176529
        2010;           9;    118.9691086;    343.8702393;     61.1353569;     29.0212898;     85.1973801;     18.4955463;     12.7270546;   4090.9934082;    727.3218994;    345.2637024;   1013.5856323;    220.0398560;    151.4126282
        2010;          10;    357.5695190;    342.9085999;     61.2721596;     29.0832138;     85.3912888;     18.5301018;     12.7002354;  12261.3662109;   2190.9055176;   1039.9270020;   3053.3320312;    662.5799561;    454.1216736
        2010;          11;    137.7304688;    344.6868591;     61.3296394;     29.2083702;     85.7832031;     18.4416733;     12.7754622;   4747.3881836;    844.6959839;    402.2882385;   1181.4960938;    253.9980164;    175.9570312
        2010;          12;     51.6489258;    344.6868591;     61.3296394;     29.2083702;     85.7832031;     18.4416733;     12.7754622;   1780.2706299;    316.7610168;    150.8580933;    443.0610352;     95.2492599;     65.9838943
        2011;           1;     37.0538483;    346.1773682;     61.6119537;     29.3428211;     86.1514053;     18.5247650;     12.8301458;   1282.7204590;    228.2960052;    108.7264481;    319.2241211;     68.6413879;     47.5406303
        2011;           2;     44.2400513;    346.7972717;     61.7258339;     29.3970566;     86.2999268;     18.5585175;     12.8530102;   1534.2329102;    273.0754089;    130.0527191;    381.7913208;     82.1029739;     56.8617821
        2011;           3;     44.9137535;    347.2354736;     61.8065109;     29.4354801;     86.4051590;     18.5821304;     12.8690329;   1559.5648193;    277.5962524;    132.2057953;    388.0780029;     83.4593277;     57.7996597
        2011;           4;     29.6430798;    347.7503967;     61.9018250;     29.4808731;     86.5294647;     18.6090202;     12.8875875;   1030.8392334;    183.4960785;     87.3903885;    256.5000000;     55.1628685;     38.2027779
        2011;           5;     58.0136032;    326.3916626;     57.6992493;     27.4328423;     80.6077271;     17.5872593;     12.0970554;   1893.5156250;    334.7341309;    159.1477966;    467.6344604;    102.0300217;     70.1793747
        2011;           6;     54.8696442;    321.6262817;     57.3314209;     27.2448845;     79.9837952;     17.5853939;     11.9767580;   1764.7519531;    314.5754700;    149.4916992;    438.8682251;     96.4904251;     65.7160416
        2011;           7;     40.9463730;    321.5105896;     57.4882126;     27.3161888;     80.2049332;     17.6008186;     11.9644079;   1316.4692383;    235.3933868;    111.8498917;    328.4101257;     72.0689697;     48.9899139
        2011;           8;     59.5107269;    320.3979187;     57.6355896;     27.3832130;     80.4128036;     17.6378899;     11.9261475;   1906.7113037;    342.9935913;    162.9594879;    478.5424500;    104.9643631;     70.9733734
        2011;           9;    121.0425720;    319.6312561;     57.7449341;     27.4329414;     80.5670319;     17.6653919;     11.9006729;   3868.8991699;    698.9595337;    332.0553894;    975.2041016;    213.8264465;    144.0488129
        2011;          10;    363.8014221;    318.7915039;     57.9031563;     27.5048962;     80.7901993;     17.7051926;     11.8700848;  11597.6806641;   2106.5251465;   1000.6320190;   2939.1589355;    644.1174316;    431.8353577
        2011;          11;    140.1309052;    320.4411011;     58.2229424;     27.6503296;     81.2412262;     17.6573448;     11.9559774;   4490.3701172;    815.8834229;    387.4665833;   1138.4406738;    247.4339752;    167.5402069
        2011;          12;     52.5490952;    313.9297180;     56.8544884;     27.2627239;     79.5411224;     17.2378025;     11.7567463;   1649.6722412;    298.7651978;    143.2631531;    417.9814148;     90.5830917;     61.7806396
        2012;           1;     37.6092682;    314.7312927;     57.0185204;     27.3413811;     79.7538910;     17.2854462;     11.7861824;   1183.6812744;    214.4424744;    102.8289337;    299.9485474;     65.0092926;     44.3269691
        2012;           2;     44.9031830;    315.2189941;     57.1114731;     27.3859539;     79.8744659;     17.3129654;     11.8043118;   1415.4335938;    256.4487000;    122.9716492;    358.6617737;     77.7407227;     53.0051155
        2012;           3;     45.5869865;    315.5682678;     57.1781540;     27.4179287;     79.9609604;     17.3323231;     11.8171148;   1438.5806885;    260.6579590;    124.9900742;    364.5179138;     79.0128403;     53.8706665
        2012;           4;     30.0874138;    315.9767456;     57.2566872;     27.4555855;     80.0628204;     17.3538647;     11.8317471;    950.6923218;    172.2705688;     82.6067581;    240.8883209;     52.2132912;     35.5986671
        2012;           5;     58.8831940;    299.9575195;     53.8145714;     25.7573128;     75.0967102;     16.6121368;     11.2281542;   1766.2457275;    316.8773804;    151.6672821;    442.1934204;     97.8175659;     66.1149597
        2012;           6;     55.6921043;    300.1171875;     53.8330765;     25.7894478;     75.1804352;     16.6478271;     11.2399216;   1671.4157715;    299.8077393;    143.6268616;    418.6956787;     92.7152557;     62.5974884
        2012;           7;     41.5601387;    299.9934692;     54.0114098;     25.8697147;     75.4311523;     16.6928921;     11.2325897;   1246.7770996;    224.4721680;    107.5148926;    313.4929199;     69.3758926;     46.6828003
        2012;           8;     60.4027596;    299.0051270;     54.1790390;     25.9451656;     75.6668167;     16.7352524;     11.2033358;   1806.0734863;    327.2563477;    156.7159576;    457.0484619;    101.0855408;     67.6712418
        2012;           9;    122.8569412;    298.3257446;     54.3034058;     26.0011425;     75.8416595;     16.7666798;     11.1810207;   3665.1389160;    667.1550293;    319.4420776;    931.7674561;    205.9902954;    137.3666077
        2012;          10;    369.2546082;    297.5922546;     54.4833679;     26.0821438;     76.0946655;     16.8121586;     11.1531382;  10988.7314453;   2011.8234863;    963.0951538;   2809.8305664;    620.7966919;    411.8347778
        2012;          11;    142.2313995;    299.1835022;     54.8470917;     26.2458591;     76.6060333;     16.9040737;     11.2482424;   4255.3286133;    780.0978394;    373.2985229;   1089.5783691;    240.4290009;    159.9853210
        2012;          12;     53.3367767;    290.8196106;     53.2303085;     25.8252640;     74.6242828;     16.3565311;     10.9848127;   1551.1380615;    283.9132996;    137.7436371;    398.0218811;     87.2404633;     58.5894508
        2013;           1;     38.1647072;    291.1629333;     53.3066139;     25.8622856;     74.7229538;     16.3784275;     10.9973888;   1111.2147217;    203.4431305;     98.7026520;    285.1779480;     62.5077858;     41.9712105
        2013;           2;     45.5663452;    291.5659485;     53.3854942;     25.9005547;     74.8249512;     16.4019012;     11.0124693;   1328.5594482;    243.2581787;    118.0193558;    340.9499512;     74.7374649;     50.1797981
        2013;           3;     46.2602463;    291.8596191;     53.4429855;     25.9284477;     74.8992920;     16.4185848;     11.0232515;   1350.1497803;    247.2285767;    119.9456406;    346.4859619;     75.9527817;     50.9938354
        2013;           4;     30.5317650;    292.2021179;     53.5106010;     25.9612503;     74.9867172;     16.4368248;     11.0354605;    892.1445923;    163.3773041;     79.2642746;    228.9476776;     50.1845245;     33.6932068
        2013;           5;     59.7528229;    280.6323547;     50.8312607;     24.6174202;     71.0867157;     15.9145126;     10.5914383;   1676.8575439;    303.7311401;    147.0960388;    424.7631836;     95.0937042;     63.2868309
        2013;           6;     56.5146065;    280.9282532;     50.8597412;     24.6484051;     71.1727371;     15.9398460;     10.6042118;   1587.6549072;    287.4318237;    139.2994843;    402.2299194;     90.0834122;     59.9292870
        2013;           7;     42.1739273;    280.8435669;     51.0563889;     24.7357006;     71.4481354;     15.9892721;     10.5938749;   1184.4276123;    215.3248596;    104.3201675;    301.3248596;     67.4330444;     44.6785316
        2013;           8;     61.2948265;    279.9680481;     51.2412338;     24.8177567;     71.7070084;     16.0357304;     10.5642633;   1716.0593262;    314.0822449;    152.1200104;    439.5268555;     98.2907333;     64.7534714
        2013;           9;    124.6713715;    279.3675232;     51.3783646;     24.8786316;     71.8990631;     16.0701981;     10.5462761;   3482.9133301;    640.5411377;    310.1653137;    896.3754883;    200.3493652;    131.4818726
        2013;          10;    374.7080078;    278.8232727;     51.5768051;     24.9667244;     72.1769714;     16.1200752;     10.5372429;  10447.7314453;   1932.6242676;    935.5231934;   2704.5290527;    604.0321655;    394.8389587
        2013;          11;    144.3319702;    280.3419495;     51.9778786;     25.1447735;     72.7386856;     16.2208824;     10.6402617;   4046.2304688;    750.2069702;    362.9194641;   1049.8518066;    234.1191864;    153.5729980
        2013;          12;     54.1244888;    271.6739502;     50.5850792;     24.8062878;     70.9478531;     15.7264547;     10.3532362;   1470.4213867;    273.7891541;    134.2627716;    384.0016174;     85.1186295;     56.0363617
        2014;           1;     38.5614243;    271.7000427;     50.5913467;     24.8093605;     70.9559250;     15.7282352;     10.3541918;   1047.7139893;    195.0874329;     95.6684265;    273.6161499;     60.6503143;     39.9272385
        2014;           2;     46.0400009;    272.0394592;     50.6604652;     24.8432541;     71.0449448;     15.7488127;     10.3669710;   1252.4697266;    233.2407837;    114.3783417;    327.0909424;     72.5075378;     47.7295341
        2014;           3;     46.7411194;    272.2909546;     50.7115364;     24.8682995;     71.1107254;     15.7635403;     10.3762045;   1272.7183838;    237.0313873;    116.2372131;    332.3794861;     73.6805496;     48.4995384
        2014;           4;     30.8491402;    272.5836182;     50.7714920;     24.8977013;     71.1879501;     15.7792978;     10.3865404;    840.8970337;    156.6256866;     76.8072662;    219.6087036;     48.6777763;     32.0415840
        2014;           5;     60.3739471;    264.5571289;     48.7026749;     23.8445778;     68.1638260;     15.4282379;     10.0703707;   1597.2357178;    294.0372620;    143.9591217;    411.5319214;     93.1463623;     60.7988014
        2014;           6;     57.1020699;    264.9554138;     48.7398949;     23.8795280;     68.2637024;     15.4551020;     10.0852766;   1512.9501953;    278.3148804;    136.3570404;    389.7998657;     88.2518311;     57.5890160
        2014;           7;     42.6123199;    264.7256470;     48.9495926;     23.9715595;     68.5570221;     15.5075130;     10.0860224;   1128.0573730;    208.5855713;    102.1483765;    292.1373596;     66.0811081;     42.9788818
        2014;           8;     61.9319839;    263.8449707;     49.1467056;     24.0580654;     68.8327332;     15.5567780;     10.0574074;   1634.0441895;    304.3752747;    148.9963684;    426.2947693;     96.3462067;     62.2875175
        2014;           9;    125.9673233;    263.3080139;     49.2929459;     24.1222458;     69.0372849;     15.5933266;     10.0402622;   3316.8205566;    620.9300537;    303.8614807;    869.6441650;    196.4249573;    126.4744949
        2014;          10;    378.6030579;    262.7454529;     49.5045586;     24.2151165;     69.3332825;     15.6462164;     10.0237560;   9947.6230469;   1874.2576904;    916.7916870;   2624.9792480;    592.3705444;    379.5024719
        2014;          11;    145.8322754;    264.1860657;     49.9322586;     24.4028225;     69.9315262;     15.7531128;     10.1333723;   3852.6855469;    728.1735229;    355.8719177;   1019.8273926;    229.7312317;    147.7772827
        2014;          12;     54.6871109;    256.0298767;     48.7738876;     24.1403942;     68.4047241;     15.3071203;      9.8508291;   1400.1533203;    266.7302856;    132.0168304;    374.0856628;     83.7102127;     53.8713379
        2015;           1;     38.9581413;    256.0298767;     48.7738876;     24.1403942;     68.4047241;     15.3071203;      9.8508291;    997.4448242;    190.0140076;     94.0464935;    266.4920959;     59.6336975;     38.3769989
        2015;           2;     46.5136566;    256.3369751;     48.8380203;     24.1721363;     68.4870529;     15.3263674;      9.8625050;   1192.3170166;    227.1634979;    112.4334488;    318.5583191;     71.2885437;     45.8741188
        2015;           3;     47.2219849;    256.5648804;     48.8854713;     24.1956234;     68.5479660;     15.3401451;      9.8709412;   1211.5502930;    230.8468933;    114.2565384;    323.6971130;     72.4392090;     46.6125450
        2015;           4;     31.1665134;    256.8298340;     48.9411850;     24.2231998;     68.6194839;     15.3548393;      9.8803568;    800.4490356;    152.5326080;     75.4952698;    213.8630066;     47.8556786;     30.7936268
        2015;           5;     60.9950676;    249.6175995;     46.9759293;     23.2105141;     65.7414703;     15.0289946;      9.5908432;   1522.5443115;    286.5299988;    141.5726929;    400.9905396;     91.6694565;     58.4994125
        2015;           6;     57.6895294;    250.0756378;     47.0206451;     23.2490158;     65.8537292;     15.0571156;      9.6077728;   1442.6745605;    271.2598877;    134.1224823;    379.9070740;     86.8637924;     55.4267883
        2015;           7;     43.0507126;    249.3846436;     47.2409325;     23.3449287;     66.1618805;     15.1119766;      9.5792656;   1073.6186523;    203.3755798;    100.5015869;    284.8316040;     65.0581360;     41.2394218
        2015;           8;     62.5691299;    248.5902405;     47.4479980;     23.4350853;     66.4515381;     15.1635466;      9.5480719;   1555.4075928;    296.8779907;    146.6312866;    415.7814941;     94.8769913;     59.7414551
        2015;           9;    127.2632599;    248.1134796;     47.6016197;     23.5019741;     66.6664352;     15.2018061;      9.5317841;   3157.5729980;    605.7937012;    299.0937805;    848.4187622;    193.4631348;    121.3045883
        2015;          10;    382.4981079;    247.6219940;     47.8239174;     23.5987644;     66.9774094;     15.2571688;      9.5171499;   9471.4941406;   1829.2557373;    902.6482544;   2561.8730469;    583.5838013;    364.0291748
        2015;          11;    147.3325958;    248.9240417;     48.2732124;     23.7943878;     67.6059189;     15.3690643;      9.6261930;   3667.4624023;    711.2217407;    350.5688782;    996.0555420;    226.4364014;    141.8251953
        2015;          12;     55.2497253;    241.2512970;     47.3313675;     23.6019268;     66.3208771;     14.9676695;      9.3500290;   1332.9067383;    261.5044861;    130.3999939;    366.4210205;     82.6959610;     51.6586533
